sentence_id,at,content,sentiment,category
review_206_1,2025-10-29 05:16:50,"percuma bayar berlangganan tapi voucher diskon utk yg pakai bank tertentu, heiii.. coba maksimalkan voucher utk pembayaran dengan gopay ataupun gopaylater dong, makin kesini mutu harusnya ditingkatkan tapi makin minim fasilitas walau sudah bayar utk langganan, parah ah",negative,service
review_207_1,2025-10-29 05:15:54,ok,positive,none
review_208_1,2025-10-29 05:09:24,"gojek ini pembohong..kita pesan gojek comfort selalu karena di iming2i new avanza, expander dll.. tapi tetap aja yg dtg xenia dan avanza tahun lama.. kalau bgitu terus kita bakalan pindah ke aplikasi lain yg lebih baik dan jujur apa adanya.. gak tukang bohong...",negative,service
review_209_1,2025-10-29 05:04:12,Aplikasi apa ini setiap mau di pake gangguan servernya,negative,app
review_210_1,2025-10-29 05:00:57,mantab,positive,none
review_211_1,2025-10-29 04:57:38,biasa saja,neutral,none
review_212_1,2025-10-29 04:53:22,"Terimakasih telah membantu selama ini, kredit skor saya di gojek saya rasa bagus meskipun DULU saya pernah telat bayar cicilan tp tidak sampai 1 Minggu lebih menunggak dan itupun hanya sekali dan kemudian setiap bulan nya lancar membayar tagihan paylater setiap jatuh tempo. Dgn gojek tidak memberikan saya fasilitas paylater lagi saya akan hapus aplikasi gojek beserta lainnya yg berafiliasi dgn gojek ataupun fintech. Dan saya tidak puas dgn fitur CS bot nya anda terlalu meremehkan pelanggan 😊",negative,app dan service
review_213_1,2025-10-29 04:35:10,Oke sih,positive,none
review_214_1,2025-10-29 04:18:24,berikanlah yang terbaik untuk para konsumen dan semua driver gojek,positive,service
review_215_1,2025-10-29 03:55:46,gampang dan mudah,positive,none
review_216_1,2025-10-29 03:50:00,udh gbsa pesen motor.,negative,service
review_216_2,2025-10-29 03:50:00,gangguan terus,negative,app
review_217_1,2025-10-29 03:07:10,setiap ada kesalahan sistem tidak pernah merespon sesuai kendala.,negative,app
review_218_1,2025-10-29 02:51:15,Drivernya sopan dan kata²nya baik,positive,service
review_219_1,2025-10-29 02:48:32,kemudahan dlm bertransportasi hingga sampai di tujuan,positive,service
review_220_1,2025-10-29 02:34:56,"selama ini ok ok aja, cuman pas moment2 tertentu kadang suka kesel sush cari driver",negative,service
review_221_1,2025-10-29 02:20:07,"Ngapain di saat jam sibuk ngantri panjang dan lama di titik instant Gojek di Stasiun Palmerah arah Slipi,",negative,service
review_222_1,2025-10-29 01:52:59,"skrg driver gojek GK responsif rata"" kl pake promo ..harusnya KLO gabisa jgn di nyalakan atau mending dicancel aja",negative,service
review_223_1,2025-10-29 01:43:18,sangat nyaman,positive,none
review_224_1,2025-10-29 01:30:23,ok,positive,none
review_225_1,2025-10-29 01:25:45,sangat bermanfaat,positive,none
review_226_1,2025-10-29 01:24:46,aplikasi saya udah di bekukan 2 bulan kurang lebih.udah di komplen berkali2. tapi masih NIHIL. akhirnya apa2 minta tolong suami orderin. kalian bikin sistem cuma merugikan sepihak. kalian belum bisa mendeteksi&menghitung berapa banyak saya menguntungkan kalian&brp bnyk sy cancel di banding saya yg di gantungin driver/di cancel driver?! sekarang keterangan serverd padat merayap. bisa banget ngelesnya. kalo kemarin2 bilangnya:ada sesuatu di akun anda. parah sistem kalian itu!,negative,app dan service
review_227_1,2025-10-29 01:08:09,sangat membantu,positive,none
review_228_1,2025-10-29 01:06:36,bagus,positive,none
review_229_1,2025-10-29 01:02:23,good,positive,none
review_230_1,2025-10-29 00:52:38,"ini gimana sih dari sekian banyak driver gada yang mau ngambil orderan saya, saya nunggu dari pagi gada satupun yang ngambil.Saya jadi terlambat ujung-ujungnya yang ngambil driver yang sama dan itupun lama. ""Saya sudah aktifkan pencarian cepat tapi apa? gada yang nerima!""",negative,service
review_231_1,2025-10-29 00:41:21,mantap sangat membantu,positive,none
review_232_1,2025-10-29 00:36:29,bisa diandalkan,positive,none
review_233_1,2025-10-29 00:29:37,ok,positive,none
review_234_1,2025-10-29 00:28:55,Alhamdulillah sangat membantu,positive,none
review_235_1,2025-10-28 23:37:04,puas dengan semua muanya...,positive,none
review_236_1,2025-10-28 23:31:22,mahalllllll,negative,none
review_237_1,2025-10-28 23:31:17,tepat wkt dan ramah,positive,none
review_238_1,2025-10-28 23:23:56,kenapa area pelabuhan dan tambak rolok kok di tutup dari kemarin disini gk banjir kok aman...,neutral,none
review_239_1,2025-10-28 23:18:54,keren,positive,none
review_240_1,2025-10-28 23:02:03,nyaman,positive,none
review_241_1,2025-10-28 22:37:20,"gojek potongan ke driver mahal tapi kualitas tidak di jaga ... dr titik jemput mental jauh dr peta Padahal kita pakai lokasi terkini kita biar sesuai titik ... gocar yg yg lebih sering terima order otomatis padahal ga jalan , nunggu kita cancel katanya biar performa dia ga turun kalau dia yg cancel .... go food yg nyari driver nya lama ... padahal gojek mahal Lo.... tolong dong pakai IT yg lebih berkualitas",negative,app
review_242_1,2025-10-28 22:30:12,mantap pelayananya,positive,service
review_243_1,2025-10-28 22:24:29,AL Muchlas Ode Sahidi,neutral,none
review_244_1,2025-10-28 21:02:15,apalikasi cukup membantu dalam bisnis dan usaha saya👍,negative,app
review_245_1,2025-10-28 20:49:28,bagus,positive,none
review_246_1,2025-10-28 19:01:18,oke,positive,none
review_247_1,2025-10-28 19:01:11,masaan malam gadak apa lah aplikasi gini,negative,app
review_248_1,2025-10-28 18:52:14,Goood,positive,none
review_249_1,2025-10-28 18:43:43,ok,positive,none
review_250_1,2025-10-28 18:27:35,"Selain hemat juga top pelayanan dari Gojek, good.",positive,service
review_251_1,2025-10-28 17:24:08,utk go food banyakin promo nya donk jek...,negative,service
review_252_1,2025-10-28 17:23:53,"saya bener bener kecewa kali ini pengajuan banding ditolak, perangkat saya dibekukan tidak bisa login sama sekali menghubungi CS pun susah gojek semakin lama semakin tidak baik untuk kinerjanya",negative,service
review_253_1,2025-10-28 17:11:51,enak lh pokonya minusnya gk ada sendok aja,positive,service
review_254_1,2025-10-28 16:49:08,driver yg ramah dan profesional👍,positive,service
review_255_1,2025-10-28 16:29:02,puas bgt☺☺ banyak bgt promo hehe,positive,service
review_256_1,2025-10-28 16:24:36,mantap,positive,none
review_258_1,2025-10-28 16:01:02,Kenapa sih gojek plus gak bisa di refund.mana potongan vouchernya cuma seribu. tau gitu gak langganan anjay,negative,app
review_259_1,2025-10-28 15:51:57,the best,negative,none
review_260_1,2025-10-28 15:50:39,gofoodnya sangat membantu bagi yg lapar tengah malam jadi emosi tengah malam,positive,app
review_261_1,2025-10-28 15:02:43,nice,positive,none
review_262_1,2025-10-28 14:59:21,⭐⭐⭐⭐⭐ “Rating 5 karena gak bisa kasih 6. ”,positive,service
review_263_1,2025-10-28 14:57:07,"pilihan order makanan dengan penjemputan jika tidak memilih flash maka akan di lama lama kan penjemputan makanannya. Parah, jarak dekat tp waktu nya bisa 15-30 mnt baru sampai dr batas waktu.",negative,service
review_264_1,2025-10-28 14:47:31,ribet gblk,negative,none
review_265_1,2025-10-28 14:30:11,gajelas banget masa pesen gak bisa di batalkan,negative,app
review_266_1,2025-10-28 14:24:44,kadang nunggu dapat driver nya bisa 1 jam an.semoga ga kaya gitu lagi kedepan nya,negative,none
review_267_1,2025-10-28 14:06:58,oke bagus,positive,none
review_268_1,2025-10-28 13:43:01,Bagus Keren,positive,none
review_269_1,2025-10-28 13:38:42,"Buat apa ada opsi bayar lebih banyak kalau waktu pengantarannya tetap lelet, malah telat terus sampai sejam lebih.",negative,app
review_269_2,2025-10-28 13:38:42,bintang satu deh,negative,none
review_270_1,2025-10-28 13:35:56,bravo,positive,none
review_271_1,2025-10-28 13:13:38,udah nunggu 3 jam ga dapet2 gojeknya sampe udah ngecancel dan ulang lagi hampir 71 kali gimana sih ahhhh,negative,service
review_272_1,2025-10-28 13:13:17,Bagus,positive,none
review_273_1,2025-10-28 13:06:58,semoga bisa dapat limit,neutral,service
review_274_1,2025-10-28 12:58:28,"terlalu besar potongan untuk mitra, kalau sharing sama driver2 suka sedih dengernya.kadang emang penting mendengar keluhan customer tapi kebanyakan driver yg dirugikan. driver mengeluh tidak didengar endingnya diberi suspend. ingin tertawa tapi ini neheri konoha 🤣🤣🤣🤣",negative,service
review_275_1,2025-10-28 12:57:35,makasih ya udah membantu lperjalanan dg aman dan nyaman sehat selalu dan sukseees terus,positive,service
review_276_1,2025-10-28 12:42:28,"Ongkir gofoodnya sangat diluar nalar, jarak 2,3km 20.000,padahal di sope 11.000, grafod 13.000. Dengan warung yg sama.",negative,service
review_277_1,2025-10-28 12:42:07,"gk suka banget, terlalu nama nunggu ""padahal udh pakai pengiriman makanan yang cepet, udh itu nunggu driver lama gk dapet' eh malah di batalin, harusnya bisa di batalin lebih cepet bukan malah harus nunggu 1 jam, buang"""" waktu""",negative,app
review_278_1,2025-10-28 12:35:03,"Go Shopnya susah buat dapetin, lama nunggunya dan susah dapetnya",negative,service
review_279_1,2025-10-28 12:26:07,Mantap,positive,none
review_280_1,2025-10-28 12:25:48,berfungsi dengan baik,positive,none
review_281_1,2025-10-28 12:15:34,Gojek memang mantap,positive,service
review_282_1,2025-10-28 12:14:11,baik drivernya,positive,service
review_283_1,2025-10-28 12:07:43,bagus bgt apk nyooo,positive,app
review_284_1,2025-10-28 12:03:13,sistem burukkkk,positive,service
review_285_1,2025-10-28 11:59:15,"tolong donk kepada driver driver gojek kalau pas hujan kenapa dimatiin aplikasinya.jadi susah kalau perlu driver. kita saling membutuhkan, gojek ada buat membantu pelanggan2nya. malah susah pas dibutuhkan. percuma donk jadi driver kalau gak dimatiin. Please buat pemilik/admin gojek bisa dibantu dan ditindaklanjuti permasalahan ini. untung si kuning siaga pas hujan, jadi tertolong kala si hijau tak ada. terima kasih perhatiannya",negative,service
review_286_1,2025-10-28 11:53:19,mantap,positive,none
review_287_1,2025-10-28 11:48:09,bagus,positive,none
review_288_1,2025-10-28 11:40:56,jadi males buka aplikasi resto..gak dapat driver..,negative,app
review_289_1,2025-10-28 11:39:27,"gofood nya parah.cuaca tidak hujan tapi susah cari driver, pesan dr jam 16.00Wib harus nunggu sampai jam 19.29Wib.yg ke dua ternyata harga tiap makanan dinaikan dari harga aslinya, contoh harga makanan 10rb klo di gofood bisa jadi 20rb. hemat apanya malah boros pakai aplikasi ini",negative,service
review_290_1,2025-10-28 11:23:24,ok,positive,none
review_291_1,2025-10-28 11:14:31,kalau kita mau pesan banyak sekali pertanyaan yang di lontar kan,negative,service
review_292_1,2025-10-28 11:08:31,good,positive,none
review_293_1,2025-10-28 11:04:36,promo nya keren,positive,service
review_294_1,2025-10-28 11:03:14,"Udah nungguin 1 jam lebih eh ternyata ga dapat driver.parah, mana ga bisa dibatalin kalau ga dapat driver. harus rela aja gitu nungguin ga ada kepastian, ga cocok banget buat keadaan yang sangat lapar.",negative,service
review_295_1,2025-10-28 11:00:47,"Kalo Gerimis doang driver lama banget datangnya, sama mencari driver yang mau menerima.",negative,service
review_296_1,2025-10-28 11:00:11,b tu Bu Bu nih jg nihgghggghg bugBu Bu bug b Gg Bu gChg,neutral,none
review_297_1,2025-10-28 10:57:41,pilihan terbaik,positive,none
review_299_1,2025-10-28 10:55:03,assalamualaikum trimakasih selalu puas pake Gojek🤗,negative,service
review_300_1,2025-10-28 10:50:33,klo hujan susah dpt driver.pada manja,negative,service
review_301_1,2025-10-28 10:34:19,Saya sebagai pengguna gojek plus cukup kecewa karena pas saya akan beli saya baca dulu plus nya.Disitu tertera diskon sampai 10k nyatanya cuman 10℅ maks 10k,negative,service
review_302_1,2025-10-28 10:32:51,"chat keluhan kenapa gak ada?susah amat mau report keluhan.pesan makan gak jelas bisa enggaknya, disuruh nunggu tanpa tau akhirnya bisa atau enggak akhinya gak bisa di suruh cancel lucu amat, kocak banget sih, orang pesan gofood karena lapar disuruh nunggu lama trus alasan gak bisa, mending dari awal di cancel, aplikasi kocak.gw langganan tapi kali ini beneran bikin emosi. fitur bantuan gak ada yang bisa di andalkan",negative,app dan service
review_303_1,2025-10-28 10:24:26,Alhamdulillah selalu dapat driver yang baik,positive,service
review_304_1,2025-10-28 10:22:58,drivernya ramah,positive,service
review_305_1,2025-10-28 10:20:16,lama bet ko n,negative,none
review_306_1,2025-10-28 10:17:03,pertahankan prestasimu,positive,none
review_307_1,2025-10-28 10:16:43,"saya dapet orderan fiktif sampek 14 kali, saya udah laporin tapi ngga ada respon dari pihak gojek",negative,service
review_308_1,2025-10-28 10:16:34,good,positive,none
review_309_1,2025-10-28 10:14:04,okee,positive,none
review_310_1,2025-10-28 10:08:41,bravooo,positive,none
review_311_1,2025-10-28 09:20:45,ok,positive,none
review_312_1,2025-10-28 08:59:30,good,positive,none
review_313_1,2025-10-28 08:42:26,ok,positive,none
review_314_1,2025-10-28 08:27:24,mantap,positive,none
review_315_1,2025-10-28 08:00:14,beneran tah driver food cuma di bayar 5000 perak ?pelanggan bayar nya 15 ribu,negative,service
review_316_1,2025-10-28 07:44:03,tolong pihak kantor gojek evaluasi dan training attitude ke para driver..jgn seenaknya dan semaunya sendiri,negative,service
review_317_1,2025-10-28 07:42:43,mntap,neutral,none
review_318_1,2025-10-28 07:31:10,pelayan gocarnya tidak memuaskan,positive,service
review_319_1,2025-10-28 07:28:16,membantu sekaliii gojek ter lup lup ❤ sedunia,positive,service
review_320_1,2025-10-28 07:27:39,"iT error banget,, kebanyakankecubung",negative,app
review_321_1,2025-10-28 07:21:35,nyaman,positive,none
review_322_1,2025-10-28 07:08:42,terbaik,positive,none
review_323_1,2025-10-28 06:47:48,"update penggunaan terbaru, masih The best aplikasi transportasi",positive,app
review_324_1,2025-10-28 06:28:18,good job,positive,none
review_325_1,2025-10-28 06:14:09,sangat membantu,positive,none
review_326_1,2025-10-28 06:12:08,"sering order goofod kalo lagi mager,dan biasanya ada promo ongkir",positive,service
review_327_1,2025-10-28 06:11:20,"aplkator buruk, nyekin mitra",negative,app dan service
review_328_1,2025-10-28 06:06:51,mantap perbanyak promonya,positive,service
review_329_1,2025-10-28 06:05:08,good,positive,none
review_330_1,2025-10-28 06:04:30,pelayanan prima,positive,service
review_332_1,2025-10-28 05:53:46,AKHIR² INI KAYAK BERAT BANGET APLIKASINYA!,negative,app
review_333_1,2025-10-28 05:41:16,ok,positive,none
review_334_1,2025-10-28 05:18:09,sangat membantu aktivitas,positive,service
review_335_1,2025-10-28 05:09:13,"luvv luvv, gara gara gofood jadi ga kelaperan lagi dee 😘",positive,service
review_336_1,2025-10-28 05:07:20,sangat membantuu,positive,none
review_337_1,2025-10-28 05:00:32,"pelayanan bagus, mobil bagus",positive,service
review_338_1,2025-10-28 04:57:07,"mantab pelayanannya, dan murah",positive,service
review_339_1,2025-10-28 04:48:07,bagus banget,positive,none
review_340_1,2025-10-28 04:42:39,"menurut saya aplikasinya bagus banyak fiturnya, cuma tolong dong untuk layanan gofood tolong diperbaiki, saya sudah memesan makanan lebih dari 1 jam lebih tapi belum dapet driver, pemesanan tidak bisa dibatalkan, jadi tolong adain fitur pembatalan jika sudah melebih 15 menit blm dapet driver, jadi kita juga bisa memesan makanan lain tanpa harus menunggu berjam jam",negative,app dan service
review_341_1,2025-10-28 04:36:04,sangat bagus,positive,none
review_342_1,2025-10-28 04:26:57,sistem orderan gabungan bikin makanan customer basi.dan kelaparan.,negative,service
review_343_1,2025-10-28 04:20:52,memuaskan..,positive,none
review_343_2,2025-10-28 04:20:52,perbanyak lagi promo dan bonusnya yaaa,positive,service
review_344_1,2025-10-28 04:19:04,Terima Kasih atas layanan gojek & driver yg membantu saya memesan makanan minuman & pengiriman barang.,positive,service
review_344_2,2025-10-28 04:19:04,"buat para driver utamain keselamatan & kesehatan ya, kak, bpk & ibu.",positive,service
review_345_1,2025-10-28 04:18:02,All the best,positive,none
review_346_1,2025-10-28 04:18:02,keren banyak promonya,positive,service
review_347_1,2025-10-28 04:04:43,Terimakasih sudah mempermudah hidupku 🙏,positive,none
review_348_1,2025-10-28 03:48:51,"kalau hujan udah gak bisa di andelin, susah sangat dapat drivernya.",negative,service
review_349_1,2025-10-28 03:43:55,update trus,neutral,app
review_350_1,2025-10-28 03:34:21,"semenjak di update kok jadi lag parah sih bisa pesen makanan,",negative,app
review_350_2,2025-10-28 03:34:21,tapi gak bisa pesen ojek,negative,app
review_351_1,2025-10-28 03:33:25,Terlalu sering minta update ini app,negative,app
review_353_1,2025-10-28 03:14:50,"driver gada attitude, serasa dunia dia yang punya lalu ketika di komplain lewat aplikasi juga kayaknya gada tindak lanjut, yakan?jadi harus complain kemana lagi ? atau memang solusi nya adalah ganti ke kompetitor lain aja sekalian??",negative,service
review_354_1,2025-10-28 03:13:45,app nya kurang oke.hanya nyilsa driver aja,negative,app
review_355_1,2025-10-28 02:39:14,mantaaap,positive,none
review_356_1,2025-10-28 02:15:17,sering eror,negative,app
review_357_1,2025-10-28 02:00:25,sangat nyaman drivernya baik.siiiiipppppp semoga lebih baik lagi pelayanan gojek,positive,service
review_358_1,2025-10-28 01:54:44,selalu ada disaat dibutuhkan...,positive,none
review_358_2,2025-10-28 01:54:44,mantab 👍,positive,none
review_359_1,2025-10-28 01:54:01,"saya cari cari untuk menu layanan customer kok ga ada yaa, saya pesen gocar",negative,service
